"Education","Marital_Status","Income","Kidhome","Recency","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Complain","Response","Age","NumberofDayEnrolled","TotalSpent","Accepted"
3,5,0.330329190188402,2,66,3,7,3,10,5,1,1,28,641,463,1
3,4,0.48423136051585,1,65,2,5,11,12,3,1,1,37,386,803,1
3,3,0.186005838162161,2,83,3,3,1,4,8,1,1,21,446,46,1
3,6,0.437519839170458,1,28,2,5,4,9,4,1,1,35,558,1002,1
5,5,0.316704737127101,2,64,3,3,5,9,9,1,1,22,544,618,1
1,4,0.211331511760349,2,67,2,2,1,4,7,1,1,13,65,25,1
3,4,0.28909483590283,3,70,7,6,2,5,9,1,1,22,577,210,1
4,5,0.173140719625063,2,53,2,2,2,3,5,1,1,27,286,24,2
3,5,0.386389239856349,2,46,5,5,4,13,9,1,1,31,563,810,2
5,5,0.229343922522982,3,3,4,4,1,4,9,1,2,25,353,68,1
4,5,0.27614880467053,3,87,5,4,3,3,9,1,1,22,644,109,1
3,5,0.129802635264242,1,24,2,2,2,3,10,1,2,27,444,76,2
3,5,0.177690502716799,2,14,2,2,1,4,9,1,1,8,516,32,1
5,6,0.402671363752357,2,15,3,4,6,11,7,1,1,36,255,814,1
3,5,0.181070163754847,2,93,2,2,1,4,8,1,1,28,360,46,1
5,4,0.198242327298076,3,39,2,2,1,3,9,1,1,28,507,12,1
3,4,0.113626320277344,2,75,2,1,1,4,8,1,1,12,215,17,1
3,7,0.159902157879341,1,15,4,5,2,7,8,1,1,43,533,262,1
1,4,0.211356407974257,4,95,8,5,2,5,9,1,1,24,640,183,1
4,5,0.214188352306323,2,34,2,1,2,3,4,1,1,16,88,14,1
3,5,0.0529978153572295,2,33,4,2,3,3,6,1,1,26,388,36,1
4,6,0.261814809512843,2,12,4,8,4,5,8,1,2,29,242,362,2
3,6,0.383719120914687,2,79,5,5,6,14,3,1,1,37,599,626,1
3,6,0.230868815624864,2,57,2,3,2,4,7,1,1,48,632,104,1
5,3,0.509961597590046,3,58,4,3,3,13,6,1,1,29,395,724,1
3,6,0.551264416463866,1,8,1,6,7,9,2,1,1,18,167,952,2
4,6,0.378229505747913,2,1,3,4,2,7,5,1,1,18,192,191,1
3,5,0.451635992456447,1,67,2,6,5,7,3,1,1,4,53,696,1
5,4,0.306733803456839,1,87,2,5,2,5,7,1,1,51,414,181,1
4,4,0.429752220431078,2,81,4,6,4,13,4,1,1,29,119,508,1
5,6,0.416712828396622,1,57,2,5,10,11,3,1,1,6,251,900,1
3,4,0.261995307063678,3,19,5,4,2,5,9,1,1,26,617,166,1
3,6,0.0847404880902737,2,52,3,2,2,3,9,1,2,13,631,42,1
3,5,0.135136649094089,2,72,2,2,1,4,8,1,1,10,522,22,1
1,6,0.0795745237043077,2,72,5,3,3,4,8,1,2,17,565,91,1
1,3,0.184636546397207,3,81,5,3,2,4,7,1,1,41,439,59,1
3,6,0.457754237024404,1,3,2,10,5,10,6,1,1,32,606,645,1
3,5,0.252964205468453,3,84,6,3,2,6,6,1,1,23,300,148,1
3,6,0.179109586909571,1,30,2,6,2,5,8,1,1,37,450,272,1
5,5,0.334798060584937,4,12,10,7,4,7,8,1,2,42,236,337,2
3,4,0.288024298704774,3,56,2,2,1,4,7,1,1,32,21,36,1
5,5,0.15860755475611,2,20,4,3,1,5,9,1,2,25,632,65,1
5,3,0.39882489870353,3,2,4,6,2,6,7,1,1,26,30,225,1
5,6,0.178138634567148,2,20,2,4,1,3,10,1,1,23,367,41,1
3,4,0.303154972707526,3,29,4,8,2,9,8,1,1,34,588,360,1
1,5,0.136219634399099,2,77,3,4,1,4,9,1,2,15,558,74,1
3,4,0.324447459652573,2,51,5,5,4,7,5,1,1,21,565,577,1
5,4,0.402914101837963,2,2,4,12,10,13,7,1,1,42,432,858,2
3,5,0.28128364878911,2,91,4,6,2,8,8,1,1,10,640,288,1
3,6,0.456484530115083,2,84,3,6,5,9,4,1,1,35,493,664,1
5,4,0.461420204522397,1,74,2,4,6,11,2,1,1,54,87,761,1
1,6,0.112400181742362,2,25,4,3,2,4,6,1,1,22,210,73,2
3,6,0.487990688815998,1,12,2,3,8,12,6,1,1,3,128,815,5
3,5,0.556025817373823,1,34,2,8,10,10,4,1,2,16,466,852,3
4,4,0.297354154866899,3,5,10,11,3,9,9,1,1,26,456,491,1
5,4,0.222018211580474,2,15,3,3,1,4,8,1,1,24,51,43,1
3,4,0.176551500930496,2,31,2,3,1,4,7,1,1,14,38,40,1
4,6,0.104327584382605,2,76,2,2,1,3,9,1,1,15,25,5,1
4,4,0.503239619834814,1,27,2,4,5,9,2,1,2,23,368,837,3
5,4,0.568237410295829,1,78,1,8,11,6,3,1,1,55,419,1033,2
3,4,0.29225665506918,4,9,2,2,1,3,9,1,1,44,197,15,1
3,4,0.567509196039012,1,43,2,7,8,14,2,1,1,11,63,966,4
3,4,0.458731413420304,2,29,3,3,6,11,7,1,1,8,82,733,3
1,6,0.0539874398600833,2,53,3,2,1,5,6,1,1,8,53,38,1
3,4,0.370854002377588,2,2,3,6,6,13,4,1,1,29,407,628,1
5,5,0.517436685816005,1,2,2,3,5,10,5,1,2,36,394,935,5
3,4,0.253051342217132,2,43,6,9,2,8,9,1,1,8,576,456,1
1,6,0.408167202972608,3,77,15,10,7,10,8,1,1,30,493,669,1
3,4,0.457505274885322,2,28,2,9,4,14,5,1,1,33,206,661,1
3,5,0.176047352598854,2,29,3,2,1,5,6,1,1,27,140,52,1
4,6,0.306304343766922,2,50,2,2,1,4,6,1,1,41,354,41,1
3,3,0.407936912993956,2,13,4,7,3,13,6,1,1,31,180,483,1
4,7,0.309951639104483,2,15,3,10,2,6,9,1,1,48,278,349,1
5,4,0.18847056333908,2,90,4,3,2,5,8,1,1,26,293,111,1
1,4,0.0359127885626793,2,97,3,3,1,4,9,1,1,11,481,31,1
3,4,0.167806705795216,2,57,2,2,1,4,9,1,1,8,341,29,1
5,4,0.339167346125838,2,73,3,3,2,6,5,1,1,49,181,141,1
3,4,0.101887755419595,1,15,2,1,1,4,6,1,1,51,309,9,1
3,5,0.177690502716799,2,14,2,2,1,4,9,1,1,8,516,32,1
1,4,0.114522583978042,1,100,2,2,1,4,9,1,1,23,101,29,1
3,3,0.13422171323296,1,73,2,2,1,3,9,1,1,38,333,15,1
4,3,0.254489098570335,2,93,3,6,1,5,9,1,1,25,249,171,1
3,5,0.494911836282497,1,88,2,5,6,8,2,1,1,33,172,816,3
3,4,0.138777720378173,2,8,3,3,1,4,9,1,1,21,365,43,1
5,4,0.335955734531671,2,92,3,4,3,10,4,1,1,44,179,325,1
3,5,0.349972302962027,2,72,6,5,8,12,4,1,1,42,401,549,1
3,4,0.342733728768198,2,25,4,9,10,8,8,1,1,28,472,623,1
4,5,0.214729844958828,2,18,2,3,1,5,6,1,1,26,241,54,1
1,4,0.430075871211885,3,88,3,5,3,9,4,1,1,17,200,327,1
3,4,0.399963900489833,2,22,4,10,6,11,8,1,1,21,624,606,1
3,4,0.23189578444858,4,91,8,6,2,7,9,1,1,25,642,274,1
1,5,0.546733305532561,1,45,2,8,8,10,5,1,2,31,617,1021,3
4,4,0.25193101259126,2,72,5,5,2,6,7,1,2,13,430,218,2
3,4,0.302302277381167,2,53,3,3,2,9,3,1,1,45,35,223,1
1,6,0.404152688479899,1,79,2,6,8,7,4,1,1,15,608,781,1
3,4,0.366391356034531,2,3,5,3,3,9,8,1,2,33,169,561,2
3,7,0.425943099703113,1,61,2,4,8,12,2,1,1,48,264,581,1
5,7,0.303671569146122,2,26,3,4,2,4,7,1,1,39,145,124,1
3,4,0.487928448281228,1,48,2,4,8,9,2,1,1,34,4,861,2
3,4,0.195765154014203,2,47,3,5,1,4,8,1,1,22,120,109,1
5,5,0.40364231609478,1,84,2,3,9,10,2,1,1,28,113,780,1
5,6,0.457660876222248,1,18,2,6,7,6,3,1,2,42,409,953,3
3,7,0.187655212333584,2,14,2,2,1,3,9,1,1,27,574,10,1
3,4,0.324024224016133,3,87,4,8,3,9,7,1,1,46,110,388,1
5,6,0.295885278246311,2,93,4,8,4,13,8,1,1,26,647,559,1
3,4,0.371737817971332,2,48,5,7,11,14,5,1,1,22,435,822,1
3,4,0.222049331847859,2,19,2,2,1,3,9,1,2,17,248,12,1
5,6,0.343611320308464,2,82,8,9,7,10,7,1,2,16,658,570,2
3,4,0.22832940180622,3,92,3,2,1,4,8,1,1,19,513,39,1
3,5,0.116937516727144,2,59,2,2,2,3,6,1,1,9,40,20,1
3,4,0.378254401961822,2,41,5,9,4,12,6,1,1,41,470,608,1
5,5,0.248426870483671,3,68,3,2,1,4,4,1,1,25,48,26,1
4,4,0.336795981751075,2,20,2,8,2,9,6,1,1,20,37,375,1
5,4,0.375185943597627,2,94,5,7,3,8,6,1,1,25,582,384,1
3,4,0.245190362675596,2,42,8,8,4,5,9,1,1,20,574,372,1
4,4,0.231727735004699,2,61,2,3,2,3,8,1,1,24,171,65,1
4,3,0.224252646778741,2,55,2,3,1,4,7,1,1,25,304,49,1
3,5,0.189852303210989,2,27,3,7,3,3,10,1,2,23,643,241,2
3,4,0.257221458046768,2,31,5,5,3,6,6,1,1,22,228,219,1
4,6,0.506768658156311,1,94,2,6,10,5,4,1,1,37,595,489,1
5,3,0.479843402814517,1,36,2,6,11,14,4,1,2,33,618,563,1
4,6,0.394443165055674,2,5,3,4,6,8,8,1,1,21,215,654,1
3,4,0.363254433082089,2,93,3,8,3,11,7,1,1,23,349,485,1
3,4,0.076649218570086,2,25,2,2,1,4,8,1,1,28,147,15,1
1,7,0.166350277281582,1,97,2,5,2,5,9,1,1,45,577,179,1
5,6,0.480633857606105,2,12,3,3,6,13,7,1,1,39,609,1030,1
3,3,0.277468304007668,2,100,3,7,2,6,9,1,1,21,542,250,1
3,6,0.462291572009187,1,73,2,4,6,14,7,1,1,42,466,945,2
4,5,0.352144497625524,2,78,5,3,7,4,9,1,1,33,503,565,1
5,3,0.335376897558304,1,86,2,10,5,7,8,1,1,53,204,454,2
4,3,0.359140333733747,2,89,4,6,4,12,6,1,1,35,419,448,1
3,3,0.335059470830973,2,23,2,3,1,4,4,1,1,19,82,38,1
5,6,0.478704401028214,2,84,2,5,10,5,7,1,1,26,411,973,1
5,6,0.411914083165803,2,64,4,7,8,12,4,1,1,48,38,610,1
3,4,0.395507478200253,1,10,2,5,4,14,3,1,1,53,428,488,1
3,6,0.15854531422134,3,93,3,2,2,3,9,1,1,47,656,59,1
4,6,0.290040892031344,2,3,2,2,1,4,6,1,1,36,214,27,1
2,4,0.140346181854394,1,7,2,5,2,4,9,1,1,7,517,216,1
5,4,0.389781349001351,2,67,3,5,4,13,9,1,1,12,638,842,1
4,6,0.306304343766922,2,50,2,2,1,4,6,1,1,41,354,41,1
3,7,0.323171528689775,1,30,3,11,5,13,7,1,1,44,567,744,1
3,4,0.397934859056309,2,78,2,6,11,9,4,1,1,21,199,592,1
3,5,0.494731338731662,1,78,2,4,8,12,2,1,1,8,327,715,1
3,4,0.206669695706026,1,72,2,3,2,5,8,1,1,5,354,125,1
3,3,0.370455662955056,2,50,7,6,3,13,6,1,1,38,530,480,1
5,6,0.236109468652555,2,98,4,5,3,4,8,1,1,16,378,186,2
3,5,0.363621652237236,2,7,2,7,5,13,4,1,1,18,434,591,1
3,4,0.293713083582814,3,94,4,7,3,6,8,1,1,33,238,273,2
4,6,0.543920033360927,1,79,2,6,7,8,2,1,1,38,101,999,2
5,6,0.263862523106799,2,63,5,7,3,6,9,1,1,51,392,303,1
4,5,0.494432584164763,1,48,2,6,8,10,3,1,1,22,418,1028,1
3,4,0.216055568349443,3,10,5,4,2,4,9,1,1,36,484,126,1
3,5,0.151649062968749,2,78,2,2,1,4,8,1,1,7,345,37,1
3,6,0.433424411982548,1,25,2,5,6,8,3,1,1,38,292,505,1
4,4,0.488301891489852,1,20,2,7,4,11,4,1,1,53,115,992,3
3,3,0.17987514548725,3,68,3,3,1,4,8,1,1,32,146,47,1
4,5,0.446414011589188,1,96,2,3,5,7,6,1,1,10,115,919,2
3,4,0.254943454474161,1,49,2,6,2,7,6,1,1,6,299,280,1
3,4,0.428046829778361,1,74,2,3,5,10,7,1,1,44,603,947,3
3,4,0.148225833556362,2,36,4,3,3,4,7,1,2,10,623,182,1
3,4,0.193879265810652,2,77,2,2,1,4,9,1,1,11,541,37,1
5,6,0.473855863369578,1,21,2,5,6,11,3,1,1,39,204,782,1
4,4,0.302632152215452,1,73,2,5,5,7,4,1,1,20,22,334,1
3,5,0.374121630453049,1,21,2,5,9,5,9,1,1,33,650,989,1
5,4,0.295169512096448,3,70,7,5,2,9,7,1,1,37,225,313,1
1,7,0.286007705378205,2,81,5,5,4,9,6,1,1,22,473,377,1
3,5,0.44159037014446,2,66,2,5,8,6,2,1,1,28,268,721,1
4,6,0.349941182694642,3,53,8,9,3,7,8,1,1,20,12,363,2
3,4,0.395762664392812,3,66,3,4,3,6,5,1,1,35,408,215,1
3,5,0.16703492316406,2,58,3,3,1,4,7,1,1,15,358,41,1
4,6,0.283953767730772,2,71,5,7,2,6,8,1,1,46,421,259,1
3,6,0.268885334262792,2,1,2,3,2,4,6,1,1,30,154,91,1
3,3,0.468372472256282,1,20,2,9,4,5,5,1,2,30,127,656,2
1,6,0.345540776886355,2,51,3,3,2,8,3,1,1,45,307,197,1
4,5,0.132037070462509,2,68,4,4,1,4,8,1,1,16,178,71,1
1,6,0.146794301256636,2,47,4,4,1,4,9,1,1,20,221,49,1
3,7,0.260837633116944,2,38,3,5,2,5,8,1,1,28,656,177,1
5,5,0.255061711490225,2,39,3,5,6,4,7,1,1,13,547,309,1
5,4,0.513104744595966,1,10,2,8,7,7,4,1,2,15,308,996,3
3,6,0.325692270347987,2,57,3,5,7,9,4,1,1,21,368,447,1
1,4,0.14286069945913,2,99,3,3,1,5,6,1,1,7,108,36,1
3,7,0.52213584619119,1,69,2,4,7,5,2,1,2,33,163,901,1
3,4,0.287053346362352,2,73,2,4,1,5,7,1,1,17,198,123,1
3,4,0.110688567036168,3,48,5,4,2,3,9,1,2,29,147,64,2
4,4,0.158271455868349,3,34,3,2,1,4,7,1,1,24,89,16,1
1,5,0.235381254395738,3,88,3,2,2,4,4,1,1,34,87,49,1
3,5,0.12288771185122,2,1,3,4,2,3,8,1,2,8,79,86,2
5,5,0.365812519061164,2,74,3,7,3,9,7,1,1,26,135,380,1
3,4,0.128769442387049,1,75,2,4,3,3,9,1,1,34,414,147,1
4,4,0.497725108454132,1,5,2,4,9,14,2,1,2,48,222,628,1
3,6,0.25974219970498,3,51,7,5,2,6,9,1,1,45,619,202,1
5,5,0.330808442306136,2,58,3,7,3,12,6,1,1,19,460,513,1
3,4,0.486584052730181,1,31,2,6,7,8,3,1,1,15,427,960,2
1,4,0.0845537664859616,1,28,3,3,1,5,6,1,1,27,312,59,1
3,6,0.535523785220363,2,62,2,6,11,5,7,1,2,38,381,1006,5
3,4,0.194868890313506,2,5,2,3,1,5,6,1,1,19,277,73,1
3,5,0.497992742753646,1,76,1,7,7,8,3,1,1,17,359,888,1
4,6,0.434245987041521,2,13,3,9,4,14,5,1,1,26,350,513,1
1,4,0.37802411198317,2,14,6,7,4,13,5,1,1,27,156,558,1
5,3,0.292959973112089,2,10,4,4,3,8,4,1,1,34,223,266,1
5,6,0.313860344688082,2,49,3,4,3,6,5,1,1,47,23,218,1
3,5,0.40353650718567,2,81,5,5,3,10,9,1,1,35,540,658,1
4,6,0.171584706255796,3,61,2,2,1,3,6,1,1,46,278,6,1
3,5,0.286063721859498,2,44,2,2,1,3,7,1,1,18,340,16,1
3,6,0.226991230308651,3,20,2,2,1,3,8,1,1,27,538,12,1
3,4,0.269246329364462,2,27,6,6,2,6,7,1,1,23,619,288,1
5,4,0.228503675303578,3,59,3,2,1,4,8,1,1,29,146,33,1
1,5,0.229437283325138,2,43,4,5,2,4,9,1,1,19,273,159,1
5,6,0.390142344103021,2,28,2,6,2,6,6,1,1,27,314,231,1
4,4,0.21926717994361,2,57,3,3,1,4,9,1,1,16,255,57,1
5,4,0.375098806848948,2,28,4,7,5,9,6,1,2,20,487,754,4
3,4,0.308445418163033,3,11,4,5,2,4,8,1,1,29,86,162,1
3,4,0.071763336590588,3,49,5,4,1,4,9,1,1,27,292,44,1
5,6,0.28470065414802,3,40,3,3,1,5,6,1,1,31,270,70,1
4,6,0.329084379492989,3,86,7,5,3,5,8,1,1,41,336,195,1
5,4,0.270603173022463,3,65,6,4,2,7,7,1,1,23,564,185,2
3,6,0.242482899413072,2,70,8,8,2,6,9,1,1,46,444,336,1
1,6,0.286872848811517,3,55,2,2,1,4,9,1,1,30,238,42,1
4,4,0.160082655430175,1,58,2,3,2,4,8,1,1,46,417,130,1
3,6,0.234789969315416,2,65,3,3,1,4,7,1,1,14,84,50,1
1,6,0.156348223343935,3,11,5,3,2,5,5,1,1,26,69,58,1
3,7,0.485911854954658,1,66,2,6,12,6,4,1,2,42,610,984,4
4,4,0.373841548046581,2,75,3,5,5,11,3,1,1,36,272,424,1
3,6,0.324478579919959,2,5,4,8,2,8,8,1,1,42,41,352,2
3,6,0.139985186752725,1,95,2,2,2,4,5,1,1,38,295,50,1
5,5,0.236227725668619,2,42,3,3,2,3,8,2,2,13,593,76,1
4,4,0.562859828091643,1,26,1,6,12,6,3,1,2,22,533,1025,3
4,5,0.424181692569103,1,95,2,4,8,10,2,1,1,32,218,854,1
3,6,0.195734033746818,2,10,2,2,1,4,5,1,1,20,143,44,1
5,4,0.362507546664841,1,48,2,4,5,8,2,1,1,25,275,294,1
4,6,0.0978981371407943,2,13,4,4,2,3,8,1,2,22,267,64,1
3,3,0.138049506121357,2,81,2,3,1,4,8,1,1,28,579,62,1
4,4,0.251694498559132,3,21,3,2,1,4,9,1,1,28,239,25,1
1,4,0.152451965867291,2,40,4,3,2,4,7,1,1,19,368,58,1
3,6,0.182731986033224,2,58,4,4,1,5,9,1,1,16,645,74,1
3,5,0.17645814012834,2,28,2,2,1,4,8,1,1,36,467,37,1
3,6,0.38014651421885,2,84,4,6,4,13,6,1,1,37,631,527,1
3,5,0.443003230283755,1,80,2,4,5,10,2,1,1,42,269,711,1
5,4,0.37180628255958,3,70,4,6,3,11,6,1,1,49,536,412,1
4,6,0.298057472909807,3,78,5,4,2,4,8,1,1,31,490,118,1
4,5,0.125464469990726,2,16,5,6,2,3,11,1,2,11,517,184,1
3,7,0.253312752463169,2,100,3,2,2,4,6,1,1,24,131,62,1
3,3,0.151991385909988,4,62,2,2,1,4,8,1,1,41,450,23,1
2,4,0.180939458631829,2,24,3,2,1,4,8,1,1,22,579,40,1
3,4,0.494426360111286,1,85,2,7,5,8,4,1,1,32,50,738,2
4,5,0.156516272787816,1,75,3,4,2,7,7,1,1,28,296,221,1
4,7,0.269352138273572,1,91,2,4,2,8,4,1,1,53,328,219,1
2,4,0.10735247437246,2,42,2,2,1,4,9,1,1,24,534,32,1
3,4,0.129734170675994,4,29,3,3,1,4,8,1,1,30,230,32,1
5,5,0.289480727218408,1,74,4,7,4,14,6,1,2,28,565,556,1
3,4,0.274524326713015,3,89,6,7,3,6,8,1,1,23,320,291,1
4,5,0.211997485482395,4,95,3,2,1,4,9,1,1,32,397,30,1
5,6,1,3,32,1,1,1,2,2,1,1,21,369,100,1
3,7,0.326339571909602,3,32,2,2,1,4,5,1,1,19,444,37,1
4,4,0.179202947711727,2,7,6,2,3,10,3,1,1,37,645,264,1
5,4,0.32816944363186,2,24,4,7,2,8,7,1,1,36,335,307,1
3,5,0.186111647071272,1,93,2,3,2,3,8,1,1,26,332,90,1
3,7,0.439219005769698,1,53,2,5,4,7,2,1,1,48,106,589,3
1,5,0.219366764799243,2,51,2,2,1,4,8,1,1,19,173,28,1
1,4,0.441316511791469,1,55,2,7,9,7,4,1,1,42,369,612,2
3,4,0.0740288920562406,2,94,3,3,1,4,7,1,1,21,496,31,1
3,5,0.513272794039846,2,57,2,9,5,8,4,1,1,22,369,758,1
3,6,0.430959686805629,2,29,8,12,12,6,8,1,2,37,612,976,1
5,3,0.203881319748299,3,95,4,4,1,4,10,1,1,20,625,98,1
3,5,0.168292181966427,2,77,4,5,2,5,10,1,1,20,528,170,1
5,4,0.419214897894403,2,44,3,8,4,14,9,1,1,27,211,895,1
5,6,0.396833201590868,1,47,2,4,5,7,2,1,1,39,17,599,1
1,4,0.37802411198317,2,14,6,7,4,13,5,1,1,27,156,558,1
1,5,0.189758942408833,1,28,2,3,2,4,8,1,2,37,127,88,2
3,5,0.511536283119745,1,13,2,7,8,8,4,1,2,24,414,896,1
3,3,0.276173700884438,4,4,2,2,1,3,8,1,1,35,106,11,1
3,5,0.515625486254178,1,73,2,10,12,12,6,1,1,45,368,812,1
3,4,0.338905935879801,2,7,2,5,3,8,5,1,1,35,507,300,1
4,3,0.382094642957172,2,54,6,9,5,10,8,1,2,47,605,853,1
3,4,0.447889112263253,2,59,3,7,3,9,3,1,1,26,222,728,2
3,6,0.383719120914687,2,79,5,5,6,14,3,1,1,37,599,626,1
5,6,0.463131819228591,1,58,2,6,10,7,3,1,1,49,44,803,1
5,3,0.380470164999658,2,38,5,10,5,7,7,1,1,38,516,787,1
3,5,0.274953786402933,2,21,3,6,5,5,6,1,1,33,396,358,2
4,6,0.472418107016375,1,74,2,5,3,7,3,1,2,50,451,1043,3
5,4,0.278420584189659,3,57,8,4,2,7,7,1,1,26,297,199,1
3,6,0.645689531764457,1,37,1,10,9,14,4,1,2,27,495,946,3
4,3,0.333310511803917,2,10,2,4,2,7,5,1,1,27,188,199,1
4,4,0.479127636664654,2,43,4,8,7,13,5,1,1,20,37,676,1
3,6,0.405534428351808,2,29,3,8,2,8,6,1,1,39,270,416,1
4,5,0.604025717788967,1,24,1,5,7,10,2,1,1,37,125,1012,2
3,6,0.170371015827768,2,39,3,2,1,4,10,1,1,12,635,43,1
3,4,0.409013674245489,2,64,6,10,7,13,7,1,1,23,650,725,1
5,6,0.304269078279921,2,72,2,2,2,5,3,1,1,47,74,62,1
3,3,0.296893574909596,2,10,3,8,2,6,9,1,1,42,659,285,1
3,3,0.947263594888807,1,82,1,1,1,1,1,1,1,22,135,2,1
3,6,0.370629936452414,2,88,3,4,2,5,7,1,1,44,166,149,1
1,6,0.154107564092191,1,93,3,4,2,6,7,1,1,39,611,182,1
5,6,0.443955510465746,2,37,2,10,4,14,5,1,1,50,284,678,1
5,5,0.280107302681945,4,87,5,4,3,4,7,1,1,31,237,192,2
3,6,0.33935406773015,2,84,5,8,3,10,7,1,1,34,538,415,1
3,4,0.113626320277344,2,75,2,1,1,4,8,1,1,12,215,17,1
3,7,0.352281426802019,2,88,2,7,5,14,5,1,1,22,176,657,1
2,4,0.15083993601673,1,30,2,3,1,4,9,1,1,17,624,69,1
4,6,0.0804832355119595,1,89,2,2,1,4,7,1,1,41,514,21,1
3,4,0.105559946971064,1,78,2,2,2,3,9,1,1,38,518,55,1
5,6,0.26973802958915,2,26,2,2,1,3,8,1,1,23,387,15,1
2,5,0.120329625872145,2,35,3,3,1,4,7,1,1,10,261,54,1
5,4,0.170893836319842,2,44,2,2,1,4,9,1,1,29,394,29,1
1,4,0.329625872145493,3,77,4,4,2,6,4,1,1,26,221,175,1
5,4,0.358343654888683,2,82,4,8,9,11,6,1,1,33,317,651,1
4,5,0.35798888384049,3,88,6,6,3,10,7,1,1,35,220,403,1
3,7,0.404569700062863,2,34,5,5,4,7,4,1,1,27,619,640,1
3,4,0.470681596096274,2,39,3,7,5,9,5,1,1,17,185,450,1
5,5,0.316704737127101,2,64,3,3,5,9,9,1,1,22,544,618,1
3,4,0.155732042049705,3,27,2,2,1,3,9,1,1,23,38,6,1
5,4,0.495247935170259,2,18,4,11,4,6,6,1,2,34,575,760,2
3,5,0.427013636901168,1,76,2,3,3,13,2,1,1,18,168,405,1
1,4,0.214200800413277,2,14,5,5,2,4,10,1,2,12,359,154,2
5,5,0.395631959269794,1,20,2,4,4,14,3,1,1,17,178,449,1
3,3,0.413202462235556,2,52,3,9,10,5,7,1,1,34,240,582,1
3,3,0.417092495658723,1,82,2,12,6,14,8,1,1,30,632,1023,1
1,6,0.244661318130045,1,33,2,9,2,6,9,1,1,15,321,349,1
3,6,0.231634374202543,2,85,3,4,2,7,6,1,1,42,234,212,1
3,6,0.398631953045741,1,88,2,3,9,7,2,1,1,30,182,706,1
5,3,0.402982566426211,2,100,3,6,3,12,5,1,1,21,454,459,1
5,5,0.529835000342323,1,97,2,6,7,11,3,1,2,25,619,1031,1
5,4,0.990078858757554,1,22,15,1,14,2,1,1,1,15,658,944,1
5,6,0.473743830406991,1,41,2,4,6,13,2,1,1,8,42,802,3
5,6,0.421654726857413,1,4,2,5,7,5,3,1,1,28,257,648,1
5,3,0.304237958012535,2,99,7,5,6,8,7,1,2,37,600,363,2
3,5,0.370200476762496,1,74,2,6,4,5,3,1,1,27,290,596,1
4,6,0.252603210366783,2,91,4,2,5,5,4,1,1,39,334,223,1
2,6,0.0706679031786241,1,30,2,2,1,4,7,1,1,45,226,24,1
4,7,0.285310611388773,3,4,4,3,3,3,8,1,2,48,374,110,1
4,4,0.374644450945122,3,95,2,3,2,5,4,1,1,36,320,115,1
3,5,0.205978825770071,1,66,2,2,1,3,7,1,1,2,92,18,1
5,5,0.154281837589549,3,34,4,3,1,4,9,1,2,48,424,52,1
3,5,0.275152956114199,1,47,3,9,5,7,7,1,1,36,225,435,1
3,6,0.477621415723204,1,30,2,11,8,11,5,1,1,37,78,625,2
3,3,0.480316430878774,2,100,4,10,4,6,5,1,1,24,269,484,1
3,4,0.433797855191172,3,27,3,9,3,9,5,1,1,19,104,426,1
3,3,0.431277113532959,2,31,4,6,3,12,9,1,1,19,131,844,2
4,5,0.550934541629582,1,28,2,4,5,8,2,1,2,9,58,909,4
4,3,0.246503637959257,2,25,4,5,2,5,8,1,1,29,175,167,1
3,4,0.437065483266632,2,94,3,9,5,9,5,1,1,11,505,841,3
5,3,0.211319063653395,2,35,2,2,2,4,3,1,1,27,3,52,1
3,3,0.258018136891832,2,89,3,10,4,7,9,1,1,46,422,436,1
5,6,0.402353937025027,2,97,4,3,5,6,8,1,1,49,209,594,2
4,4,0.208182140700953,2,11,2,2,2,3,8,1,2,26,505,54,2
3,4,0.146402185887581,2,27,2,2,1,3,9,1,1,11,334,13,1
4,5,0.333111342092651,2,50,5,8,6,11,6,1,1,32,584,568,1
3,5,0.19617594154369,2,12,3,3,2,4,7,1,1,22,468,103,1
3,6,0.35270466243846,1,45,4,6,5,9,5,1,1,44,389,414,1
3,6,0.302128003883809,2,76,4,5,2,6,8,1,1,15,308,198,1
5,4,0.466106916790629,1,65,2,4,3,6,2,1,1,22,538,868,1
1,3,0.532623376300049,1,20,2,6,4,9,3,1,2,37,610,712,2
3,6,0.150130393920345,2,46,3,3,1,4,8,1,1,19,477,43,1
3,3,0.354646567123305,2,78,7,12,6,10,7,1,1,27,431,731,1
3,5,0.27031064250904,3,10,2,2,1,3,8,1,1,39,89,16,1
4,4,0.454828931890183,2,2,3,6,5,6,5,1,1,32,527,601,1
3,4,0.357142412567609,1,91,2,12,2,9,8,1,1,43,401,550,1
5,4,0.10741471490723,2,44,3,2,1,4,8,1,1,13,37,11,1
3,4,0.438546807994174,1,80,2,6,7,5,4,1,1,32,475,1004,1
3,4,0.0359127885626793,2,20,6,5,2,3,10,1,2,21,661,66,2
3,4,0.268032638936434,2,100,2,3,1,4,7,1,1,31,22,60,1
3,4,0.489615166773513,1,63,2,7,6,13,3,1,1,42,207,817,2
4,3,0.456111086906459,1,42,2,4,9,12,2,1,1,21,148,638,1
4,4,0.343766921645391,4,61,8,7,4,6,8,1,1,32,247,313,1
3,6,0.548718778591746,1,18,2,12,7,9,5,1,1,6,417,535,2
